title,itemtype,deweyClass,Counts,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Mind the stop a brief guide to punctuation with a note on proof correction",acbk,421.9,5,3,2,0,0,0,0,0,0,0,0,0,0,0
"Accent correction reduction for English speakers whose first language is Japanese",bcvhs,428.1,5,2,0,3,0,0,0,0,0,0,0,0,0,0
"Voix franÃ¢Â€Â¡aises du monde noir anthologie dauteurs noirs francophones",acbk,448.6,5,0,0,0,0,0,2,0,1,0,2,0,0,0
"Japanese the spoken language interactive CD ROM program",accdrom,495.68342,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"Websters new world Italian dictionary",acbk,453.21,5,0,0,0,0,0,0,0,0,0,0,0,2,3
"1001 pitfalls in English grammar spelling and usage",bcbk,428,5,4,1,0,0,0,0,0,0,0,0,0,0,0
"Learn Spanish the fast and fun way",accas,468,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"Portuguese grammar",acbk,469,5,2,2,1,0,0,0,0,0,0,0,0,0,0
"Wie sagt man in der Schweiz WÃ¢Â€Ârterbuch der schweizerischen Besonderheiten",acbk,437.9494,5,0,1,1,0,0,1,0,1,0,0,1,0,0
"English syntax advanced composition for non native speakers",acbk,428,5,0,2,0,1,1,0,0,0,1,0,0,0,0
"Tieng Anh thuc dung de hoc Tap 1 cho nguoi bat dau hoc",bcbk,428.2495,5,0,1,4,0,0,0,0,0,0,0,0,0,0
"Vistas 2 an interactive course in English",bccas,428,5,3,1,0,1,0,0,0,0,0,0,0,0,0
"Building real life English skills",acbk,428.0712,5,1,0,0,3,1,0,0,0,0,0,0,0,0
"Shang mao Ying yu mi ni guan yong ju",acbk,428.34,5,3,2,0,0,0,0,0,0,0,0,0,0,0
"Survival English English through conversations book 2A",acbk,428.34,5,3,2,0,0,0,0,0,0,0,0,0,0,0
"Teaching English across cultures an introduction for teachers of English to speakers of other languages",acbk,428.007,5,2,1,2,0,0,0,0,0,0,0,0,0,0
"Diccionario mayor de cubanismos",acbk,467.97291,5,0,1,1,1,0,0,1,0,0,0,1,0,0
"Learning to speak English Thai Program two",bccd,428.3495,5,0,0,0,0,0,0,0,0,1,0,1,2,1
"Websters third new international dictionary of the English language unabridged",acbk,423,5,0,0,3,0,2,0,0,0,0,0,0,0,0
"Success with English units 17 18",bcvhs,428.3461,5,3,2,0,0,0,0,0,0,0,0,0,0,0
"American English compendium a portable guide to the idiosyncrasies subtleties technical lingo and nooks and crannies of American English",acbk,423.1,5,0,0,0,0,0,0,0,0,2,2,1,0,0
"Doublespeak from revenue enhancement to terminal living how government business advertisers and others use language to deceive you",acbk,427.973,5,0,0,0,2,3,0,0,0,0,0,0,0,0
"Comprehensive grammar of the English language",arbk,428.2,5,0,0,0,0,0,0,3,1,1,0,0,0,0
"Advanced English Gao ji ying yu",bccd,428.34951,5,0,0,0,0,0,0,0,0,0,0,0,0,5
"Guide to Spanish idioms a practical guide to 2500 Spanish idioms GuÃƒÂ­a de modismos espaÃƒÂ±oles",acbk,463.21,5,0,0,0,0,0,0,0,0,0,0,0,3,2
"tierra del tiempo perdido",acbk,468.62,5,0,2,1,1,1,0,0,0,0,0,0,0,0
"InglÃƒÂ©s English for Spanish speakers el curso completo 1B",bccd,428.3461,5,0,0,0,0,0,0,0,0,0,0,0,5,0
"Open door to English Video 1",jcvhs,421.1,5,2,2,1,0,0,0,0,0,0,0,0,0,0
"Building English sentences with verbs and verb phrases",bcbk,428.2,5,3,1,1,0,0,0,0,0,0,0,0,0,0
"20 days to better spelling",acbk,428.1,5,0,0,3,1,1,0,0,0,0,0,0,0,0
"Building English sentences with two verbs",bcbk,428.2,5,3,0,1,1,0,0,0,0,0,0,0,0,0
"Dimboxes epopts and other quidams words to describe lifes indescribable people",acbk,428.1,5,0,1,0,3,1,0,0,0,0,0,0,0,0
"Ultimate French basic intermediate",ackit,448.2421,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"lÃ¢Â€Âšxico en el espaÃ‚Â¤ol actual uso y norma",acbk,468,5,1,0,0,0,0,0,2,1,1,0,0,0,0
"Berlitz Spanish for children Cinderella and Sleeping beauty",jcbk,468,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"History in English words",acbk,420.9,5,1,1,0,3,0,0,0,0,0,0,0,0,0
"Fad diets",bcbk,428.62,5,0,0,0,0,0,2,0,1,1,1,0,0,0
"Je ne sais what a guide to de rigueur Frenglish for readers writers and speakers",acbk,422.441,5,3,2,0,0,0,0,0,0,0,0,0,0,0
"InglÃ¢Â€Âšs sin barreras 11 Una aventura en dos mil palabras el video maestro de InglÃ¢Â€Âšs conversacional",bcdvd,428.3461,5,0,0,0,3,2,0,0,0,0,0,0,0,0
,bcbk,495.1321,5,0,0,0,0,0,0,0,0,0,0,5,0,0
"Increase your word power",acbk,428.1,5,2,0,2,1,0,0,0,0,0,0,0,0,0
"Teksty i uprazhneniia k uchebniku Angliiskii iazyk prosto o slozhnom",acbk,428.24917,5,3,0,1,1,0,0,0,0,0,0,0,0,0
"Contemporarys Working in English a picture based approach for the world of work book 1 teachers guide",bcbk,428.64,5,1,0,2,1,0,0,1,0,0,0,0,0,0
"Russian a practical grammar with exercises",acbk,491.78242,5,1,3,0,0,1,0,0,0,0,0,0,0,0
"Essential English",bcbk,428.34,5,0,0,0,0,0,0,0,0,0,0,0,0,5
"Frisian English dictionary Frysk Ingelsk wurdboek",acbk,439.2321,5,0,0,0,0,0,1,1,1,0,2,0,0,0
"Mastering the American accent",bcbk,428.34,5,0,0,0,0,0,0,0,0,0,0,0,0,5
"Spoken English for Burmans",bcbk,428,5,1,0,0,2,1,1,0,0,0,0,0,0,0
"Casa de Troya",acbk,468.62,5,0,2,1,1,1,0,0,0,0,0,0,0,0
"dictionary of the English language an anthology",acbk,423,5,0,0,0,0,0,0,1,1,0,3,0,0,0
"Think talk French",accdrom,448.3421,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"Never enough words how Americans invented expressions as ingenious ornery and colorful as themselves",acbk,427.973,5,3,0,1,1,0,0,0,0,0,0,0,0,0
"Fathers sons",acbk,491.78642,5,0,0,0,2,2,0,0,1,0,0,0,0,0
"Cantonese a comprehensive grammar",acbk,495.17,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"Career development for new Americans",bcbk,428.64,5,2,0,2,1,0,0,0,0,0,0,0,0,0
"Hai shih Mei yu hui hua",bccas,428,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"Practical high school speller",acbk,428.1,5,2,0,0,0,3,0,0,0,0,0,0,0,0
"Studies in phonetics and linguistics",acbk,421.5,5,0,0,0,0,1,1,0,0,0,0,1,2,0
"Basic English for foreigners",bccas,428.34957,5,1,0,0,4,0,0,0,0,0,0,0,0,0
"Amelia Earhart",bcbk,428.62,5,0,0,0,0,0,0,0,0,0,0,0,3,2
"Intonation and its parts melody in spoken English",acbk,421.6,5,1,0,1,0,1,1,1,0,0,0,0,0,0
"Cassells foreign words and phrases",acbk,422.403,5,1,2,1,1,0,0,0,0,0,0,0,0,0
"Wesselys Swedish English dictionary In two parts Swedish English English Swedish",acbk,439.7,5,0,1,0,0,1,0,0,1,1,1,0,0,0
"Hacia la literatura",acbk,468.6421,5,0,2,1,0,0,0,1,0,1,0,0,0,0
"Depraved English",acbk,423.1,5,2,2,1,0,0,0,0,0,0,0,0,0,0
"Fraz ak mo ki itil AnglÃ…Â  KreyÃ¢Â€Â¢l ayisyen English Haitian Creole phrasebook with useful work list for KreyÃ¢Â€Â¢l speakers",acbk,447.97294,5,1,1,1,0,2,0,0,0,0,0,0,0,0
"2001 Spanish and English idioms 2001 modismos espaÃ‚Â¤oles e ingleses",acbk,463.21,5,4,1,0,0,0,0,0,0,0,0,0,0,0
"What research has to say about reading instruction",acbk,428.4,5,0,0,0,1,1,1,1,1,0,0,0,0,0
"Understanding Japanese usage",acbk,495.68642,5,3,2,0,0,0,0,0,0,0,0,0,0,0
"Black vernacular vocabulary a study of intra intercultural concerns and usage",acbk,427.97949,5,0,1,0,0,0,1,0,0,0,0,1,2,0
"language of oppression",acbk,428.3,5,0,0,1,1,1,1,0,1,0,0,0,0,0
"BBI combinatory dictionary of English a guide to word combinations",acbk,428.003,5,1,3,0,0,0,1,0,0,0,0,0,0,0
"Modern Russian",acbk,491.78342,5,1,0,0,0,0,0,1,3,0,0,0,0,0
"Collaborations Beginning 1",bccas,428,5,3,1,1,0,0,0,0,0,0,0,0,0,0
"Rain man a novel",bcbk,428.6,5,1,3,0,1,0,0,0,0,0,0,0,0,0
"desorden de tu nombre",acbk,468.62,5,0,1,2,0,1,1,0,0,0,0,0,0,0
"Deutsch Sprechen und Lesen",acbk,438,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"Passports German for children",jccas,438,5,3,2,0,0,0,0,0,0,0,0,0,0,0
"Forgotten English",acbk,422,5,0,0,0,1,0,1,1,2,0,0,0,0,0
"Troika the troika introduction to Russian letters and sounds",acbk,491.711,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"Chinese language",acbk,495.1,5,0,3,0,1,0,1,0,0,0,0,0,0,0
"English languages",acbk,427,5,1,0,1,3,0,0,0,0,0,0,0,0,0
"Japanese reader graded lessons in the modern language Gendai Nihonbun tokuhon",acbk,495.6864,5,0,1,1,2,1,0,0,0,0,0,0,0,0
"Bilingual baby language video Volume 1 French",jcdvd,448.3421,5,0,0,0,0,0,0,0,0,0,0,0,0,5
"Predicting new words the secrets of their success",acbk,420.014,5,1,1,1,0,0,2,0,0,0,0,0,0,0
"Random House Websters unabridged dictionary",acbk,423,5,0,0,1,1,2,1,0,0,0,0,0,0,0
"Dictionnaire du franÃ¢Â€Â¡ais quÃ¢Â€ÂšbÃ¢Â€Âšcois description et histoire des rÃ¢Â€Âšgionalismes en usage au QuÃ¢Â€Âšbec depuis lÃ¢Â€Âšpoque de la Nouvelle France jusquÃ¢Â€Â¦ nos jours incluant un aperÃ¢Â€Â¡u de leur extension dans les provinces canadienn",acbk,447.9714,5,1,0,0,2,0,0,0,1,0,0,1,0,0
,acbk,495.6,5,1,0,3,0,0,0,0,0,0,1,0,0,0
"Essential Chinese Mandarin a guide to language and culture",acbk,495.1321,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"Techniques in teaching vocabulary",acbk,428.0071,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"Carnaval en Canarias",acbk,468.62,5,1,2,1,0,0,1,0,0,0,0,0,0,0
"Pimsleur language programs Spanish II B the complete course",bccd,468.3421,5,0,0,0,0,0,0,0,0,0,0,0,0,5
"Prismas Swedish English dictionary",acbk,439.7321,5,0,2,2,0,0,0,1,0,0,0,0,0,0
"Colloquial Danish the complete course for beginners",acbk,439.81834,5,0,0,0,0,0,0,0,0,0,0,0,0,5
"Accent correction reduction for speakers of English whose first language is Thai",bcvhs,428.1,5,4,1,0,0,0,0,0,0,0,0,0,0,0
"Technik des Ã…Â¡bersetzens Engl u deutsch Eine systemat Anleitung f d Ã…Â¡bers ins Engl u ins Deutsche f Ã…Â¡nterricht u Selbststudium",acbk,438.242,5,2,0,1,1,0,0,1,0,0,0,0,0,0
"Santos Inocentes",acbk,468.62,5,1,1,3,0,0,0,0,0,0,0,0,0,0
"monde francophone",acbk,448.6421,5,0,2,2,0,0,0,0,1,0,0,0,0,0
"Building English sentences with verbals",bcbk,428.2,4,1,1,1,1,0,0,0,0,0,0,0,0,0
"Colloquial Arabic of the Gulf the complete course for beginners",acbk,492.7834,4,0,0,0,0,0,0,0,0,0,0,0,0,4
"InglÃ¢Â€Âšs en 20 i e viente lecciones ilustrado curso para aprender el inglÃ¢Â€Âšs sin maestro y para uso escolar con un sistema simplificado de pronunciaciÃ‚Â¢n fonÃ¢Â€Âštica",acbk,428.2461,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"Multiple meanings the written word in Japan past present and future a selection of papers on Japanese language and culture and their translation presented at the Library of Congress",acbk,495.6,4,1,1,1,0,1,0,0,0,0,0,0,0,0
"Muhammad Ali",bcbk,428.62,4,0,0,0,0,0,0,0,0,0,0,0,0,4
"Columbia guide to standard American English",acbk,428.00973,4,0,1,1,0,2,0,0,0,0,0,0,0,0
"Xian dai Han you",acbk,495.1,4,2,0,0,0,0,1,0,0,1,0,0,0,0
"grand panjandrum 1999 other rare useful and delightful words and expressions",acbk,428.1,4,0,0,2,0,1,1,0,0,0,0,0,0,0
"Collaborations English in our lives intermediate 1 student book",bcbk,428.34,4,2,0,2,0,0,0,0,0,0,0,0,0,0
"Beginners dictionary of American English usage",bcbk,428.00973,4,2,1,1,0,0,0,0,0,0,0,0,0,0
"Naruto shippuden DVD set thirty six",acdvd,459,4,0,0,0,0,0,0,0,0,0,0,0,0,4
"Survival English English through conversations book 2B",acbk,428.34,4,2,2,0,0,0,0,0,0,0,0,0,0,0
"Adonis to Zorro Oxford dictionary of reference and allusion",acbk,422.03,4,0,0,0,0,0,3,0,0,0,1,0,0,0
"Mighty fine words and smashing expressions making sense of transatlantic English",acbk,428.00941,4,0,0,1,3,0,0,0,0,0,0,0,0,0
"Now and then reading and writing about the American immigrant experience",acbk,428.64,4,1,1,1,0,1,0,0,0,0,0,0,0,0
"Learning to speak English from Arabic II",bccas,428,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"Rogets student thesaurus",acbk,423.1,4,0,2,1,1,0,0,0,0,0,0,0,0,0
"Practice makes perfect Spanish vocabulary pronunciation",accdrom,468.2421,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"Runnin down some lines the language and culture of Black teenagers",acbk,427.97949,4,0,0,1,0,1,0,0,1,0,0,0,0,1
"Advanced Spanish grammar",acbk,468.2421,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"Eigo hyogen no toreningu",acbk,428.24,4,3,1,0,0,0,0,0,0,0,0,0,0,0
"Everyday English book 1 teachers manual",bcbk,428.24,4,2,0,1,0,1,0,0,0,0,0,0,0,0
OrtografÃƒÂ­a,acbk,461.52,4,0,0,0,0,0,0,0,0,0,0,0,2,2
"Peli the clown Volume IV People I know family members and community workers",jcvhs,468,4,1,0,3,0,0,0,0,0,0,0,0,0,0
"Railroad lingo",acbk,423.1,4,1,0,0,0,1,0,0,2,0,0,0,0,0
"grand panjandrum and 2699 other rare useful and delightful words and expressions",acbk,428.1,4,0,1,2,0,0,1,0,0,0,0,0,0,0
"Test your punctuation",jcbk,421.1,4,2,1,1,0,0,0,0,0,0,0,0,0,0
"evolution of the English language from Chaucer to the twentieth century",acbk,420.9,4,1,0,3,0,0,0,0,0,0,0,0,0,0
"English for Turks",bccas,428.34943,4,0,3,1,0,0,0,0,0,0,0,0,0,0
"classical dictionary of the vulgar tongue",acbk,427,4,0,0,0,0,0,0,0,0,0,0,2,1,1
"American dialects a manual for actors directors and writers",acbk,427.97302,4,0,0,0,0,0,0,0,0,0,0,2,2,0
"No cold water either",bcbk,428.24,4,2,1,1,0,0,0,0,0,0,0,0,0,0
"Elementary Russian reader",acbk,491.7,4,0,0,0,0,0,1,1,1,0,1,0,0,0
"Bilingual baby Vol 1 French",jcvhs,448.3421,4,3,1,0,0,0,0,0,0,0,0,0,0,0
"Real writing functional writing skills for intermediate students",acbk,428.34,4,2,2,0,0,0,0,0,0,0,0,0,0,0
"compendius German and English dictionary with notation of correspondences and brief etymologies",acbk,433,4,1,0,0,2,0,0,1,0,0,0,0,0,0
"Barrons English verbs",acbk,428.2,4,2,0,2,0,0,0,0,0,0,0,0,0,0
"concise dictionary of English slang and colloquialisms",acbk,427.09,4,2,0,0,0,0,0,2,0,0,0,0,0,0
"English made simple",bcbk,428.2,4,2,2,0,0,0,0,0,0,0,0,0,0,0
"Thorndike Barnhart childrens dictionary",jcbk,423,4,2,0,1,1,0,0,0,0,0,0,0,0,0
"Street talk 1 how to speak and understand American slang",acbk,427.09,4,2,2,0,0,0,0,0,0,0,0,0,0,0
"Basic Russian",acbk,491.7,4,1,0,0,1,0,0,1,1,0,0,0,0,0
Danish,accas,439,4,1,3,0,0,0,0,0,0,0,0,0,0,0
"InglÃƒÂ©s mÃƒÂ¡s allÃƒÂ¡ de lo bÃƒÂ¡sico",bccd,428.3461,4,0,0,0,0,0,0,0,0,0,0,0,4,0
"Japanese phrasebook",acbk,495.68421,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"Reading chinese step by step",acbk,495.1,4,1,0,0,0,0,1,1,0,0,0,1,0,0
"Phrase by phrase pronunciation videotapes vol 2",arvhs,428.1,4,0,0,1,3,0,0,0,0,0,0,0,0,0
"Italian for kids Beginner level volume 2",jcdvd,458.3421,4,0,0,0,0,0,0,0,0,0,0,0,0,4
"Russian reading and conversation",acbk,491.7,4,1,0,1,1,0,0,1,0,0,0,0,0,0
"English in Japanese",acbk,495.62421,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"Improve your French the practice improve method",accas,448,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"Color and learn Islamic terms",jcbk,492.73,4,2,1,0,0,1,0,0,0,0,0,0,0,0
"Merriam Websters guide to punctuation and style",acbk,428.2,4,2,1,0,1,0,0,0,0,0,0,0,0,0
"Improve your English the practice improve method",bccas,428,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"Beginning Russian",acbk,491.78342,4,3,1,0,0,0,0,0,0,0,0,0,0,0
"Noah Webster and the American dictionary",acbk,423.092,4,0,0,1,2,0,1,0,0,0,0,0,0,0
"More true stories a high beginning reader",bcbk,428,4,1,0,3,0,0,0,0,0,0,0,0,0,0
"Oxford picture dictionary of American English",bcbk,423,4,3,1,0,0,0,0,0,0,0,0,0,0,0
"Japanese at a glance phrase book and dictionary for travelers",acbk,495.68342,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"introduction to modern Japanese",acbk,495.68242,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"Learning to speak English Hmong Program 2",bccd,428.34959,4,0,0,0,1,0,0,0,1,0,0,1,0,1
"Mom Dad me aprendemos EspaÃƒÂ±ol",jcdvd,468.3421,4,0,0,0,0,0,0,0,0,0,0,0,3,1
"InglÃƒÂ©s para conversar",bccd,428.34,4,0,0,0,0,0,0,0,0,0,0,0,3,1
,acbk,495.63,4,0,0,1,0,0,1,0,0,0,0,0,2,0
"Practice improve your English",accas,428,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"Hoy conversar y escribir",acbk,468.3421,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"Alternates in building English sentences",bcbk,428.2,4,3,0,1,0,0,0,0,0,0,0,0,0,0
"InglÃƒÂ©s para limpieza y mantenimiento English for cleaning and maintenance palabras y frases esenciales para comunicarse exitosamente en los trabajos de limpieza y mantenimiento",bccd,428.3461,4,0,0,0,0,0,0,0,0,0,0,0,1,3
"English for cross cultural communication",acbk,420,4,1,0,0,2,0,0,0,1,0,0,0,0,0
"201 Portuguese verbs fully conjugated in all the tenses alphabetically arranged",acbk,469.5,4,3,1,0,0,0,0,0,0,0,0,0,0,0
"Reading Ukrainian 1 units 31 35 student manual for individualized instruction",acbk,491.79864,4,1,1,0,0,0,1,0,0,1,0,0,0,0
"Living language common usage dictionary German English English German",acbk,433.21,4,0,2,2,0,0,0,0,0,0,0,0,0,0
"Larousse mini Spanish English English Spanish dictionary",acbk,463.21,4,2,2,0,0,0,0,0,0,0,0,0,0,0
"Laubach way to reading stories from skill book 1 read along",accas,428,4,3,1,0,0,0,0,0,0,0,0,0,0,0
"Han yÃ‚Â hui hua 301 chÃ‚Â",acbk,495.18242,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"201 Arabic verbs fully conjugated in all the forms",acbk,492.78242,4,1,0,1,0,0,1,1,0,0,0,0,0,0
"Langenscheidts pocket Russian dictionary Russian English English Russian",bcbk,491.7321,4,2,2,0,0,0,0,0,0,0,0,0,0,0
"French for children",jccd,448.3421,4,0,3,1,0,0,0,0,0,0,0,0,0,0
"Learning to speak English from Cantonese I",bccas,428,4,1,0,2,1,0,0,0,0,0,0,0,0,0
"Concise Oxford American thesaurus",arbk,423.12,4,0,0,3,1,0,0,0,0,0,0,0,0,0
"Colloquial Italian the complete course for beginners",acbk,458.3421,4,0,0,0,0,0,0,0,0,0,0,0,0,4
"Horsefeathers and other curious words",acbk,422,4,0,2,0,2,0,0,0,0,0,0,0,0,0
"Real life stories for advanced beginners",acbk,428.64,4,2,2,0,0,0,0,0,0,0,0,0,0,0
"City living",bccas,428,4,0,0,2,0,2,0,0,0,0,0,0,0,0
"Making sense teaching critical reading across the curriculum",acbk,428.4071,4,1,1,0,1,1,0,0,0,0,0,0,0,0
"Writing light verse",acbk,426,4,0,0,1,1,1,0,0,1,0,0,0,0,0
"Cantonese primer",acbk,495.1,4,1,1,0,2,0,0,0,0,0,0,0,0,0
"Longman photo dictionary beginning cassette",bccas,428,4,2,0,1,1,0,0,0,0,0,0,0,0,0
"InglÃ¢Â€Âšs sin barreras 4 El calendario y el clima video maestro de InglÃ¢Â€Âšs conversacional",ackit,428.3461,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"Southwestern medical dictionary Spanish English English Spanish",acbk,463.21,4,3,1,0,0,0,0,0,0,0,0,0,0,0
"Idioms from square one",bcbk,428.64956,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"English no problem Book 1",acbk,428.24,4,0,0,0,0,0,0,0,0,0,0,2,2,0
"Cleopatras nose the twinkie defense 1500 other verbal shortcuts in popular parlance",acbk,423.1,4,1,1,2,0,0,0,0,0,0,0,0,0,0
"story of be a verbs eye view of the English language",acbk,425.6,4,0,0,0,0,0,0,0,0,0,0,0,4,0
"Macmillan very first dictionary a magic world of words",jcbk,423,4,2,2,0,0,0,0,0,0,0,0,0,0,0
"Lyric language Spanish",acdvd,468.3421,4,0,0,0,2,1,1,0,0,0,0,0,0,0
"DII Oxford Paravia Italian dictionary English Italian Italian English",acbk,453.21,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"Uchebnik angliiskogo iazyka Chast II",bcbk,428.24917,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"Colloquial Swedish the complete course for beginners",acbk,439.78242,4,0,0,0,0,0,0,0,0,0,0,0,0,4
"Success with English units 5 6",bcvhs,428.3461,4,1,2,1,0,0,0,0,0,0,0,0,0,0
"cantatrice chauve La leÃ¢Â€Â¡on",acbk,448.6421,4,0,0,0,0,0,0,1,1,1,0,0,1,0
VÃ…Â’strel,acbk,491.7,4,0,0,0,0,0,0,2,0,0,1,1,0,0
"Speak up",bccas,428,4,2,2,0,0,0,0,0,0,0,0,0,0,0
"German for kids Beginner level 1 Vol 2",jcdvd,438.3421,4,0,0,0,0,0,0,0,0,0,0,0,0,4
"role of the dictionary",acbk,423,4,0,0,0,0,0,0,0,0,3,0,0,1,0
"American voices how dialects differ from coast to coast",acbk,427.973,4,0,0,0,0,0,0,0,0,0,0,2,1,1
"Basic English grammar workbook",acbk,428.24,4,0,0,0,0,0,0,0,0,0,0,0,2,2
"InglÃƒÂ©s sin barreras 7 De compras el video maestro de inglÃƒÂ©s conversacional",bcdvd,428.3461,4,0,0,0,0,0,0,0,0,0,0,0,1,3
"American talk the words and ways of American dialects",acbk,427.973,4,0,0,2,1,1,0,0,0,0,0,0,0,0
"Deutsch na klar an introductory German course",acbk,438.2421,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"Uncataloged Adult non fiction",ucunkn,491.75,4,0,1,0,3,0,0,0,0,0,0,0,0,0
"InglÃ¢Â€Âšs en tres meses intermediate English",bccas,428.3461,4,1,1,1,1,0,0,0,0,0,0,0,0,0
"Kanji asobi",acbk,495.611,4,0,0,0,1,2,1,0,0,0,0,0,0,0
"Short stories in German read for pleasure at your level and learn German the fun way",acbk,438.6421,4,0,0,0,0,0,0,0,0,0,0,0,0,4
"Literacy plus A language lifeskills civics",bcbk,428.24,4,0,0,0,0,0,0,0,0,0,1,2,0,1
"Praktika russkoi razgovornoi rechi posobie dlia lits govoriashchikh na angliiskom iazyke",acbk,491.7,4,0,0,0,0,0,2,0,2,0,0,0,0,0
"Travelers Italian dictionary English Italian Italian English",acbk,453.21,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"Accent English sounds of American speech English sounds made easy for Spanish speakers",accas,428,4,1,3,0,0,0,0,0,0,0,0,0,0,0
"Random House Websters school office thesaurus",acbk,423.1,4,0,3,1,0,0,0,0,0,0,0,0,0,0
"Phrase by phrase pronunciation videotapes vol 4",bcvhs,428.1,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"Success with English units 13 14",bcvhs,428.3461,4,2,0,0,2,0,0,0,0,0,0,0,0,0
"Zheng cao li zhuan si ti zi dian",acbk,495.13,4,1,1,0,2,0,0,0,0,0,0,0,0,0
"InglÃƒÂ©s para dummies",bcbk,428.3461,4,0,0,0,0,0,0,0,0,0,0,0,0,4
"Russian orthography",acbk,491.711,4,0,1,1,0,1,1,0,0,0,0,0,0,0
"Khoziain i rabotnik",acbk,491.78642,4,0,0,0,0,0,0,0,0,1,1,2,0,0
"Novoe v angliiskoi grammatike dlia institutov i fakultetov inostrannykh iazykov",acbk,428.24917,4,2,0,0,2,0,0,0,0,0,0,0,0,0
"Oxford picture dictionary English Russian Anglo Russkii",bcbk,423.9171,4,0,0,0,0,0,0,0,0,0,0,0,0,4
"Maphut phasa angkrut kan thoe",acbk,428.34,4,2,0,2,0,0,0,0,0,0,0,0,0,0
"Real reading real writing content area strategies",acbk,428.4071,4,1,1,2,0,0,0,0,0,0,0,0,0,0
"Handbook of commonly used American idioms",bcbk,423.13,4,0,0,0,0,0,0,0,0,0,0,0,0,4
"Rules for conversational rituals in Japanese Jissen Nihongo kaiwa",acbk,495.68342,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"Selected from The Joy Luck Club",acbk,428.6,4,1,0,1,1,1,0,0,0,0,0,0,0,0
"First women in space",bcbk,428.62,4,0,0,0,0,0,0,0,0,0,0,0,3,1
"Lite English popular words that are OK to use no matter what William Safire John Simon Edwin Newman and the other purists say",acbk,427,4,1,1,0,1,1,0,0,0,0,0,0,0,0
"Crossroads cafÃƒÂ© Video set A",bcdvd,428.34,4,0,0,0,0,0,0,0,0,0,0,0,3,1
"Pronunciation pairs",accas,428,4,2,2,0,0,0,0,0,0,0,0,0,0,0
"ZÃ‚Ârichdeutsche Kurzgrammatik",acbk,437.94945,4,1,3,0,0,0,0,0,0,0,0,0,0,0
"Colloquial Cantonese the complete course for beginners",acbk,495.1727,4,0,0,0,0,0,0,0,0,0,0,0,0,3
"good nights sleep",bcbk,428.62,4,0,0,0,0,0,0,2,1,0,1,0,0,0
"Yiddish alphabet book",jcbk,437.947,4,2,0,2,0,0,0,0,0,0,0,0,0,0
"Langlais simplifÃ¢Â€Âš",bccas,428,4,2,2,0,0,0,0,0,0,0,0,0,0,0
"Deutsche Wirtschaftssprache fÃ‚Âr AuslÃ¢Â€Âžnder",acbk,438,4,1,0,1,0,1,1,0,0,0,0,0,0,0
"short guide to English usage",acbk,428.3,4,0,0,1,0,0,0,1,1,1,0,0,0,0
"InglÃ¢Â€Âšs en tres meses Intermediate English",bccas,428,4,3,0,1,0,0,0,0,0,0,0,0,0,0
"Collins Spanish dictionary Collins diccionario Ingles",acbk,463.21,4,0,3,1,0,0,0,0,0,0,0,0,0,0
"Mahatma Gandhi",bcbk,428.62,4,0,0,0,0,0,0,0,0,0,0,0,1,3
"Kingfisher first dictionary",jcbk,423,4,2,1,1,0,0,0,0,0,0,0,0,0,0
"Jergas argot y modismos",acbk,467.9803,4,0,0,0,0,0,1,1,0,2,0,0,0,0
"Ranazu puroguresshibu Ei Wa jiten Learners progressive English Japanese dictionary",acbk,495.6321,4,2,0,0,2,0,0,0,0,0,0,0,0,0
